# seio [Celsius] East Indian Ocean SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1969 10 0.396446
1969 11 0.352043
1969 12 0.40445
1970 1 0.655382
1970 2 0.439323
1970 3 0.460747
1970 4 0.387965
1970 5 0.334181
1970 6 0.0486408
1970 7 0.0161354
1970 8 0.0209594
1970 9 0.0555954
1970 10 -0.10246
1970 11 -0.0300852
1970 12 -0.177358
1971 1 -0.189602
1971 2 -0.513965
1971 3 -0.436882
1971 4 -0.0237773
1971 5 -0.104159
1971 6 -0.143351
1971 7 -0.142173
1971 8 -0.135895
1971 9 -0.215112
1971 10 -0.203134
1971 11 0.026531
1971 12 0.0313183
1972 1 0.131893
1972 2 -0.0547627
1972 3 -0.194605
1972 4 0.124596
1972 5 0.29719
1972 6 0.665507
1972 7 0.665109
1972 8 0.629221
1972 9 0.703912
1972 10 0.764913
1972 11 0.82143
1972 12 0.755988
1973 1 0.741095
1973 2 0.423025
1973 3 0.429377
1973 4 0.547871
