# siod [Celsius] DMI (WIO-SEIO) SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1952 9 -0.199938
1952 10 -0.147975
1952 11 0.115021
1952 12 0.210185
1953 1 0.494375
1953 2 0.467011
1953 3 0.354304
1953 4 0.153834
1953 5 0.539178
1953 6 0.0973661
1953 7 0.137271
1953 8 0.0754962
1953 9 0.157347
1953 10 0.0816074
1953 11 0.139762
1953 12 0.11551
1954 1 -0.154317
1954 2 -0.0849502
1954 3 0.0143348
1954 4 0.19046
1954 5 -0.321465
1954 6 -0.288019
1954 7 -0.526494
1954 8 -0.314365
1954 9 -0.316708
1954 10 -0.437945
1954 11 -0.166131
1954 12 0.180567
1955 1 0.136696
1955 2 0.039964
1955 3 0.192901
1955 4 0.168026
1955 5 -0.458546
1955 6 -0.164183
1955 7 -0.117679
1955 8 -0.11428
1955 9 -0.335215
1955 10 -0.328325
1955 11 0.0149449
1955 12 -0.0583469
1956 1 0.0914909
1956 2 0.168971
1956 3 0.1755
1956 4 -0.0878442
1956 5 -0.336337
1956 6 -0.596966
1956 7 -0.75447
1956 8 -0.453496
1956 9 -0.39289
1956 10 -0.2703
1956 11 -0.228008
1956 12 0.087172
1957 1 -0.246025
1957 2 -0.369895
1957 3 -0.023452
1957 4 -0.0915449
1957 5 -0.0964771
1957 6 -0.243449
1957 7 -0.162709
1957 8 0.0528415
1957 9 0.0184421
1957 10 -0.130358
1957 11 -0.205215
1957 12 -0.0204653
1958 1 -0.214782
1958 2 -0.052925
1958 3 -0.202546
1958 4 -0.13529
1958 5 -0.265779
1958 6 -0.630403
1958 7 -0.739873
1958 8 -0.946383
1958 9 -0.897274
1958 10 -0.56828
1958 11 -0.389409
1958 12 -0.400962
1959 1 0.162056
1959 2 -0.342132
1959 3 -0.346806
1959 4 -0.149545
1959 5 -0.506987
1959 6 -0.525133
1959 7 -0.340011
1959 8 -0.59482
1959 9 -0.435417
1959 10 -0.196171
1959 11 -0.298379
1959 12 -0.119857
1960 1 -0.0415536
1960 2 0.152384
1960 3 -0.251479
1960 4 -0.528154
1960 5 -0.50316
1960 6 -0.459247
1960 7 -0.412406
1960 8 -0.272575
1960 9 -0.178324
1960 10 -0.507866
1960 11 -0.526062
1960 12 -0.394967
1961 1 0.0499943
1961 2 0.114073
1961 3 0.0525413
1961 4 -0.394222
1961 5 -0.208177
1961 6 0.214441
1961 7 0.943677
1961 8 1.0803
1961 9 0.941047
1961 10 0.835223
1961 11 0.589116
1961 12 0.533323
1962 1 0.695753
1962 2 0.727753
1962 3 0.524781
1962 4 0.188907
1962 5 -0.150906
1962 6 -0.240041
1962 7 -0.14158
1962 8 0.0128514
1962 9 0.212505
1962 10 0.0671857
1962 11 0.0722182
1962 12 0.17051
1963 1 0.51795
1963 2 0.58306
1963 3 0.375536
1963 4 0.148405
1963 5 -0.0991568
1963 6 -0.0343021
1963 7 0.528598
1963 8 0.776194
1963 9 0.473043
1963 10 0.813005
1963 11 0.588188
1963 12 0.170087
1964 1 -0.273839
1964 2 -0.502525
1964 3 -0.14025
1964 4 -0.0232405
1964 5 -0.295024
1964 6 -0.126497
1964 7 -0.502108
1964 8 -0.36585
1964 9 -0.574476
1964 10 -0.628782
1964 11 -0.000457466
1964 12 0.0601165
1965 1 -0.14179
1965 2 -0.261595
1965 3 -0.0134499
1965 4 -0.0789142
1965 5 -0.309457
1965 6 -0.264767
1965 7 -0.152601
1965 8 0.0619266
1965 9 0.197451
1965 10 0.400272
1965 11 0.0440181
1965 12 -0.0602762
1966 1 -0.0464265
1966 2 0.0229059
1966 3 -0.173285
1966 4 -0.22819
1966 5 -0.19782
1966 6 0.0979077
1966 7 0.313445
1966 8 0.430716
1966 9 0.496674
1966 10 0.0862367
1966 11 -0.0844955
1966 12 -0.00563912
1967 1 -0.0435573
1967 2 0.120555
1967 3 0.419236
1967 4 -0.0658415
1967 5 0.0511017
1967 6 0.249357
1967 7 0.444038
1967 8 0.41959
1967 9 0.527599
1967 10 0.534882
1967 11 0.28932
1967 12 0.280417
1968 1 0.392243
1968 2 0.514907
1968 3 0.324821
1968 4 0.268591
1968 5 0.0949619
1968 6 0.291286
1968 7 -0.205528
1968 8 -0.149157
1968 9 -0.333103
1968 10 -0.138698
1968 11 -0.17293
1968 12 0.0196873
1969 1 0.0261697
1969 2 0.0229692
1969 3 0.234163
1969 4 0.159129
1969 5 0.0664251
1969 6 -0.40068
1969 7 -0.0843395
1969 8 -0.041541
1969 9 0.143454
1969 10 0.186289
1969 11 0.265367
1969 12 0.144146
1970 1 0.485722
1970 2 0.509056
1970 3 0.235455
1970 4 0.421215
1970 5 0.401823
1970 6 -0.173227
1970 7 -0.253337
1970 8 -0.0465583
1970 9 -0.20412
1970 10 -0.246959
1970 11 -0.0268317
1970 12 -0.0005036
1971 1 0.381578
1971 2 0.195187
1971 3 0.376618
1971 4 0.450222
1971 5 0.156631
1971 6 -0.0160787
1971 7 -0.0317051
1971 8 -0.230318
1971 9 -0.343352
1971 10 -0.23382
1971 11 0.293697
1971 12 0.448085
1972 1 0.333081
1972 2 -0.031177
1972 3 0.198899
1972 4 0.329578
1972 5 0.37772
1972 6 0.94796
1972 7 1.02066
1972 8 0.819011
1972 9 0.755633
1972 10 0.706265
1972 11 0.932452
1972 12 0.698825
1973 1 0.226384
1973 2 0.10884
1973 3 0.165937
1973 4 0.0904153
1973 5 0.308271
1973 6 -0.00900194
1973 7 -0.175254
1973 8 -0.289577
1973 9 -0.367175
1973 10 -0.0390317
1973 11 0.132971
1973 12 0.292506
1974 1 0.471724
1974 2 0.344767
