# siod [Celsius] DMI (WIO-SEIO) SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1961 9 0.936381
1961 10 0.829283
1961 11 0.584965
1961 12 0.529931
1962 1 0.695753
1962 2 0.728859
1962 3 0.52527
1962 4 0.187567
1962 5 -0.154074
1962 6 -0.243494
1962 7 -0.145247
1962 8 0.00690344
1962 9 0.207839
1962 10 0.0612461
1962 11 0.0680678
1962 12 0.167117
1963 1 0.51795
1963 2 0.584166
1963 3 0.376025
1963 4 0.147065
1963 5 -0.102325
1963 6 -0.0377554
1963 7 0.524931
1963 8 0.770246
1963 9 0.468376
1963 10 0.807065
1963 11 0.584038
1963 12 0.166694
1964 1 -0.273839
1964 2 -0.501419
1964 3 -0.139761
1964 4 -0.024581
1964 5 -0.298192
1964 6 -0.129951
1964 7 -0.505775
1964 8 -0.371798
1964 9 -0.579142
1964 10 -0.634721
1964 11 -0.00460786
1964 12 0.0567241
1965 1 -0.14179
1965 2 -0.260489
1965 3 -0.012961
1965 4 -0.0802546
1965 5 -0.312625
1965 6 -0.268221
1965 7 -0.156269
1965 8 0.0559786
1965 9 0.192784
1965 10 0.394333
1965 11 0.0398676
1965 12 -0.0636686
1966 1 -0.0464265
1966 2 0.0240119
1966 3 -0.172796
1966 4 -0.229531
1966 5 -0.200988
1966 6 0.0944544
1966 7 0.309778
1966 8 0.424769
1966 9 0.492007
1966 10 0.0802971
1966 11 -0.0886459
1966 12 -0.00903153
1967 1 -0.0435573
1967 2 0.121661
1967 3 0.419725
1967 4 -0.0671819
1967 5 0.0479339
1967 6 0.245904
1967 7 0.440371
1967 8 0.413642
1967 9 0.522932
1967 10 0.528942
1967 11 0.28517
1967 12 0.277025
1968 1 0.392243
1968 2 0.516013
1968 3 0.32531
1968 4 0.26725
1968 5 0.0917942
1968 6 0.287832
1968 7 -0.209195
1968 8 -0.155105
1968 9 -0.33777
1968 10 -0.144638
1968 11 -0.177081
1968 12 0.0162949
1969 1 0.0261697
1969 2 0.0240752
1969 3 0.234652
1969 4 0.157789
1969 5 0.0632575
1969 6 -0.404133
1969 7 -0.0880067
1969 8 -0.047489
1969 9 0.138788
1969 10 0.180349
1969 11 0.261217
1969 12 0.140754
1970 1 0.485722
1970 2 0.510162
1970 3 0.235944
1970 4 0.419874
1970 5 0.398655
1970 6 -0.176681
1970 7 -0.257004
1970 8 -0.0525063
1970 9 -0.208786
1970 10 -0.252899
1970 11 -0.0309822
1970 12 -0.00389601
1971 1 0.381578
1971 2 0.196293
1971 3 0.377107
1971 4 0.448882
1971 5 0.153463
1971 6 -0.019532
1971 7 -0.0353724
1971 8 -0.236266
1971 9 -0.348018
1971 10 -0.239759
1971 11 0.289546
1971 12 0.444693
1972 1 0.333081
1972 2 -0.030071
1972 3 0.199388
1972 4 0.328238
1972 5 0.374552
1972 6 0.944507
1972 7 1.01699
1972 8 0.813063
1972 9 0.750967
1972 10 0.700325
1972 11 0.928301
1972 12 0.695432
1973 1 0.226384
1973 2 0.109946
1973 3 0.166426
1973 4 0.089075
1973 5 0.305103
1973 6 -0.0124553
1973 7 -0.178922
1973 8 -0.295525
1973 9 -0.371842
1973 10 -0.0449714
1973 11 0.12882
1973 12 0.289114
1974 1 0.471724
1974 2 0.345873
1974 3 0.42322
1974 4 0.151815
1974 5 -0.0178191
1974 6 0.184868
1974 7 0.0685961
1974 8 -0.195167
1974 9 -0.263258
1974 10 -0.449513
